90000, Joshua, 2.3904055893419915
90001, Diaz, 2.145485991760105
90002, Diaz, 2.0517353617462883
90003, Gilbert, 1.2720839953458047
90004, Babob, 0.9192602171303601
90005, Becky, 2.074091279543
90006, Laura, 2.2180302896992408
90007, Becky, 2.22976835867187
90008, Laura, 1.8658317870550427
90009, Babob, 1.493122263458801
90010, Gilbert, 1.3602175679254076
90011, Vicky, 2.1577034724399575
90012, Diaz, 2.19525026993602
90013, Brian, 2.2421890938312035
90014, Vicky, 2.7506009041423747
90015, Joshua, 2.1077977306102875
90016, Tony, 2.046594784994353
90017, Joshua, 1.693463342903351
90018, Jimmy, 1.7121823756172363
90019, Becky, 1.1404486068836603
90020, Diaz, 1.7903044231431244
90021, Diaz, 2.8067810504724466
90022, Tony, 1.6595496610502292
90023, Becky, 1.8353430444200725
90024, Vicky, 2.4406247859027705
90025, Diaz, 3.115665449808134
90026, Brian, 2.0131233533145902
90027, Laura, 1.8015881433453869
90028, Gilbert, 2.412463030429829
90029, Tony, 1.2444859098213805
90030, Diaz, 2.015423051076279
90031, Diaz, 2.5071245193671037
90032, Becky, 1.25388122993189
90033, Tony, 1.9693650337076254
90034, Laura, 1.8976318262371943
90035, Gilbert, 0.5956589087607274
90036, Babob, 1.405975928739427
90037, Vicky, 3.0222501715838397
90038, Diaz, 2.14862211120777
90039, Becky, 3.0607815310489856
90040, Brian, 1.969280435043391
90041, Brian, 1.5152249738519212
90042, Diaz, 2.192186545932465
90043, Babob, 1.8412025456953287
90044, Babob, 2.352380664714535
90045, Gilbert, 2.627631834895254
90046, Laura, 2.7340304425266417
90047, Jimmy, 2.1230550153362993
90048, Tony, 2.410154773150496
90049, Becky, 2.352809178671569
90050, Gilbert, 2.1743929660882855
90051, Diaz, 1.8393581748900634
90052, Vicky, 1.788130888563523
90053, Diaz, 2.8307342310053083
90054, Brian, 1.9778903199652207
90055, Tony, 1.570472815643772
90056, Jimmy, 2.759913783402939
90057, Joshua, 2.152468404181969
90058, Joshua, 1.9223421981756557
90059, Laura, 1.8965524328111931
90060, Vicky, 2.559972720247441
90061, Vicky, 2.298718854924726
90062, Jimmy, 2.3310744172495554
90063, Babob, 1.9877105386896057
90064, Babob, 1.7684722931414325
90065, Laura, 2.0290561195547547
90066, Joshua, 1.8384134785811954
90067, Gilbert, 1.9001446581016266
90068, Laura, 1.2441477625683695
90069, Laura, 2.1769920881576064
90070, Becky, 2.655867748827017
90071, Jimmy, 1.9227284381490388
90072, Becky, 1.565543994219875
90073, Babob, 1.5735011571129411
90074, Gilbert, 1.023714905869574
90075, Diaz, 2.2407052594908015
90076, Diaz, 1.89743623689874
90077, Laura, 2.6508221479427334
90078, Becky, 1.4878185431022015
90079, Diaz, 2.919372725984276
90080, Jimmy, 0.7844260528572243
90081, Laura, 1.8810789210628323
90082, Joshua, 2.7502152361432954
90083, Brian, 1.9569951465213566
90084, Laura, 2.090079933912776
90085, Tony, 1.4164203631817318
90086, Joshua, 1.9752903874992551
90087, Vicky, 2.134265434563854
90088, Brian, 1.513644844896803
90089, Diaz, 2.697902193518562
90090, Laura, 1.4229301194494486
90091, Jimmy, 1.3974425210638852
90092, Babob, 2.21320036583026
90093, Vicky, 2.0581763241507276
90094, Babob, 2.3165745431911233
90095, Joshua, 1.0280274412651633
90096, Laura, 1.4383327264882086
90097, Brian, 1.8454061552713545
90098, Jimmy, 2.9338152570984666
90099, Gilbert, 1.1386683424483741
90100, Gilbert, 1.677133044430914
90101, Babob, 1.3776053573027562
90102, Jimmy, 1.7458492496229285
90103, Diaz, 1.7581258493963277
90104, Becky, 0.8040064178031519
90105, Joshua, 2.4036509277745703
90106, Joshua, 1.5028290476144202
90107, Brian, 2.2928260655893897
90108, Gilbert, 1.9013816643721648
90109, Diaz, 2.1826765365438763
90110, Jimmy, 1.9870656307582268
90111, Babob, 1.4854710329825214
90112, Gilbert, 2.0018346583194315
90113, Becky, 1.9769699346916632
90114, Becky, 2.368615233216309
90115, Gilbert, 2.4203194763194604
90116, Babob, 1.8132973654687679
90117, Jimmy, 2.7191456891366315
90118, Laura, 2.6835380253697
90119, Diaz, 2.9079707339389533
90120, Tony, 2.3613306404892698
90121, Babob, 1.48397498665082
90122, Laura, 0.8811880399230269
90123, Laura, 1.9010525971580572
90124, Vicky, 2.0527568496613897
90125, Becky, 2.3574305412070675
90126, Jimmy, 0.49291476197482553
90127, Joshua, 2.1781875660412338
90128, Laura, 2.463320920287215
90129, Diaz, 1.230860533563872
90130, Becky, 3.165998175910714
90131, Becky, 2.392807154286386
90132, Brian, 2.5184294391910136
90133, Joshua, 2.1203956439664697
90134, Gilbert, 1.876894082964606
90135, Babob, 1.120339698852844
90136, Gilbert, 1.8525364742870642
90137, Tony, 2.921290562224987
90138, Brian, 0.961335927343569
90139, Diaz, 1.2822611634505092
90140, Babob, 2.0977531355255707
90141, Vicky, 2.911994883871545
90142, Joshua, 1.8682116144992855
90143, Becky, 0.9074454554604746
